group,No.Genome,No.species,来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,genome_path,annotation_path
Huada_FTP_update,1025,182,??????,Phragmites australis,NA,GCA_958298935.1_lpPhrAust1.1_genomic.fna.gz,Phragmites_australis_GCA_958298935.1_lpPhrAust1.1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/12/11,Molecular Ecology Resources,10.1111/mec.16293,1200,1140,64857,NA,194,PacBio;Illumina,Other TGS,USA,no,Canu,NA,NA,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phragmites_australis/GCA_958298935.1_lpPhrAust1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phragmites_australis/Phragmites_australis_GCA_958298935.1_lpPhrAust1.1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phragmites_australis/GCA_958298935.1_lpPhrAust1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phragmites_australis/Phragmites_australis_GCA_958298935.1_lpPhrAust1.1_genomic.gtf
Huada_FTP_update,1026,183,??????,Phyllostachys edulis,diploid,GCA_036346405.1_KIB_Pedu_3_genomic.fna.gz,Phyllostachys_edulis_GCA_036346405.1_KIB_Pedu_3_genomic.gtf,update,Poales,Poaceae,Commelinids,Monocots,yes,2018/10/1,GigaScience,30202850,2075,1907.6,51074,79900,53.29,Illumina;PacBio,Other TGS,China,yes,ALLPATHS,NA,SSPACE;3D-DNA,3D-DNA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_edulis/GCA_036346405.1_KIB_Pedu_3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_edulis/Phyllostachys_edulis_GCA_036346405.1_KIB_Pedu_3_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_edulis/GCA_036346405.1_KIB_Pedu_3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_edulis/Phyllostachys_edulis_GCA_036346405.1_KIB_Pedu_3_genomic.gtf
Huada_FTP_update,1029,184,??????,Phyllostachys violascens,tetraploid,GCA_044048585.1_ASM4404858v1_genomic.fna.gz,Phyllostachys_violascens_GCA_044048585.1_ASM4404858v1_genomic.gtf,JBINAA000000000,Poales,Poaceae,Commelinids,Monocots,yes,2025/5/30,Scientific Data,10.1038/s41597-025-04556-1,NA,2156.14,53558,56476.697,44244.632,PacBio,HiFi,China,yes,Hifiasm,NA,3D-DNA,HiCUP;3D-DNA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_violascens/GCA_044048585.1_ASM4404858v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_violascens/Phyllostachys_violascens_GCA_044048585.1_ASM4404858v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_violascens/GCA_044048585.1_ASM4404858v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Phyllostachys_violascens/Phyllostachys_violascens_GCA_044048585.1_ASM4404858v1_genomic.gtf
Huada_FTP_update,1030,185,??????,Poa annua,tetraploid,GCA_026929855.1_FRR_PoAnn_1.0_genomic.fna.gz,Poa_annua_GCA_026929855.1_FRR_PoAnn_1.0_genomic.gtf,PI 595837,Poales,Poaceae,Commelinids,Monocots,yes,2022/12/28,Genome Biology and Evolution,10.1093/gbe/evac180,1780,1780,76420,112000,65000,PacBio,HiFi,USA,yes,Hifiasm,NA,HiRise,HiRise,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Poa_annua/GCA_026929855.1_FRR_PoAnn_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Poa_annua/Poa_annua_GCA_026929855.1_FRR_PoAnn_1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Poa_annua/GCA_026929855.1_FRR_PoAnn_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Poa_annua/Poa_annua_GCA_026929855.1_FRR_PoAnn_1.0_genomic.gtf
原始数据可用,1031,186,???????,Poa arachnifera,NA,GCA_047665955.1_ARS_Parac_0.1_genomic.fna.gz,Poa_arachnifera_GCA_047665955.1_ARS_Parac_0.1_genomic.gtf,ARS_Parac_0.1,Poales,Poaceae,Commelinids,Monocots,no,2025/2/11,NA,GCA_047665955.1,NA,6632.030032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/047/665/Poa_arachnifera_Texas_bluegrass_ARS_Parac_0.1_GCA_047665955.1/GCA_047665955.1_ARS_Parac_0.1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_047665955.1_ARS_Parac_0.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Poa_arachnifera/Poa_arachnifera_GCA_047665955.1_ARS_Parac_0.1_genomic.gtf
原始数据可用,1032,187,???????,Poa chaixii,NA,GCA_964215705.1_lpPoaChai1.hap1.1_genomic.fna.gz,Poa_chaixii_GCA_964215705.1_lpPoaChai1.hap1.1_genomic.gtf,lpPoaChai1.hap1.1,Poales,Poaceae,Commelinids,Monocots,yes,2024/8/27,NA,GCA_964215705.1,NA,1422.738331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/215/Poa_chaixii_monocots_lpPoaChai1.hap1.1_GCA_964215705.1/GCA_964215705.1_lpPoaChai1.hap1.1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_964215705.1_lpPoaChai1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Poa_chaixii/Poa_chaixii_GCA_964215705.1_lpPoaChai1.hap1.1_genomic.gtf
原始数据可用,1034,188,??????,Poa infirma,diploid,GCA_040144145.1_PSU_Pinf_1_genomic.fna.gz,Poa_infirma_GCA_040144145.1_PSU_Pinf_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2023/6/26,BMC Genomics,10.1186/s12864-023-09456-5,1130,1125,39420,NA,NA,PacBio,HiFi,USA,yes,Hifiasm,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA938153,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_040144145.1_PSU_Pinf_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Poa_infirma/Poa_infirma_GCA_040144145.1_PSU_Pinf_1_genomic.gtf
原始数据可用,1035,189,??????,Poa pratensis,octoploid,GCA_947311845.1_Poa_pratensis_v1_genomic.fna.gz,Poa_pratensis_GCA_947311845.1_Poa_pratensis_v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2023/4/1,G3-Genes Genomes Genetics,10.1093/g3journal/jkad073,3521,6090,256281,65127.037,1095,PacBio;Illumina,Other TGS,USA,no,Canu,NA,BioNano Access,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947311845.1/,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_947311845.1_Poa_pratensis_v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Poa_pratensis/Poa_pratensis_GCA_947311845.1_Poa_pratensis_v1_genomic.gtf
原始数据可用,1036,190,??????,Poa supina,diploid,GCA_040143895.1_PSU_Psup_1_genomic.fna.gz,Poa_supina_GCA_040143895.1_PSU_Psup_1_genomic.gtf,cultivar ??Supranova,Poales,Poaceae,Commelinids,Monocots,yes,2023/6/26,BMC Genomics,10.1186/s12864-023-09456-5,640,636,37935,NA,NA,PacBio,HiFi,USA,yes,HiCanu,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA938153,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_040143895.1_PSU_Psup_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Poa_supina/Poa_supina_GCA_040143895.1_PSU_Psup_1_genomic.gtf
非UTR-缺注释,1037,191,补充条目,Poaceae sp.,NA,GCA_029299655.1_ASM2929965v1_genomic.fna.gz,PRODUCTION_58_result.gtf,ASM2929965v1,Poales,Poaceae,Commelinids,Monocots,no,2023/3/20,NA,GCA_029299655.1,NA,5.805711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_029299655.1_ASM2929965v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_029299655.1_ASM2929965v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_58_result.gtf
原始数据可用,1040,192,???????,Polypogon viridis,NA,GCA_964234905.1_lpPolViri1.hap1.1_genomic.fna.gz,Polypogon_viridis_GCA_964234905.1_lpPolViri1.hap1.1_genomic.gtf,water bent grass,Poales,Poaceae,Commelinids,Monocots,yes,2024/8/31,NA,GCA_964234905.1,NA,2854.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/234/Polypogon_viridis_water_bent_grass_lpPolViri1.hap1.1_GCA_964234905.1/GCA_964234905.1_lpPolViri1.hap1.1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_964234905.1_lpPolViri1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Polypogon_viridis/Polypogon_viridis_GCA_964234905.1_lpPolViri1.hap1.1_genomic.gtf
原始数据可用,1041,193,???????,Puccinellia chinampoensis,NA,GCA_052935025.1_ASM5293502v1_genomic.fna.gz,PRODUCTION_59_result.gtf,ASM5293502v1,Poales,Poaceae,Commelinids,Monocots,no,2025/10/1,NA,GCA_052935025.1,NA,1444.064726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/935/Puccinellia_chinampoensis_monocots_ASM5293502v1_GCA_052935025.1/GCA_052935025.1_ASM5293502v1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/935/Puccinellia_chinampoensis_monocots_ASM5293502v1_GCA_052935025.1/GCA_052935025.1_ASM5293502v1_genomic.gff.gz,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_052935025.1_ASM5293502v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_59_result.gtf
UTR-HUADA问题,1043,194,统计条目,Puccinellia tenuiflora,NA,GWHABKT00000000.genome.fasta.gz,PRODUCTION_76_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/3/12,Science China Life Sciences,32180108,1500,1500,38387,1460,NA,Illumina;PacBio,Other TGS,China,yes,wtdbg,Arrow;Pilon,ARKS;LINKS;ALLMAPS;LACHESIS,LACHESIS,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHABKT00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_76_result.gtf
Huada_FTP_update,1044,195,??????,Raddia distichophylla,diploid,GCA_005191435.1_ASM519143v1_genomic.fna.gz,Raddia_distichophylla_GCA_005191435.1_ASM519143v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/1/6,G3-Genes Genomes Genetics,10.1093/g3journal/jkaa049,589,589,30763,1810,86.36,Illumina,NGS,China,no,Platanus,NA,SSPACE,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_distichophylla/GCA_005191435.1_ASM519143v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_distichophylla/Raddia_distichophylla_GCA_005191435.1_ASM519143v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_distichophylla/GCA_005191435.1_ASM519143v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_distichophylla/Raddia_distichophylla_GCA_005191435.1_ASM519143v1_genomic.gtf
Huada_FTP_update,1046,196,??????,Raddia guianensis,diploid,GCA_036346415.1_KIB_Rgui_2_genomic.fna.gz,Raddia_guianensis_GCA_036346415.1_KIB_Rgui_2_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,"Ma et al., Genome assemblies of 11 bamboo species highlight diversification induced by dynamic subgenome dominance. Nature Genetics. 2024",10.1038/s41588-024-01683-0,630,612.60 ,27496,56583.07 ,3353.32 ,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_guianensis/GCA_036346415.1_KIB_Rgui_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_guianensis/Raddia_guianensis_GCA_036346415.1_KIB_Rgui_2_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_guianensis/GCA_036346415.1_KIB_Rgui_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Raddia_guianensis/Raddia_guianensis_GCA_036346415.1_KIB_Rgui_2_genomic.gtf
原始数据可用,1047,197,???????,Rhipidocladum racemiflorum,NA,GCA_036346355.1_KIB_Rrac_1_genomic.fna.gz,Rhipidocladum_racemiflorum_GCA_036346355.1_KIB_Rrac_1_genomic.gtf,Arthrostylidium racemiflorum,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/2,NA,GCA_036346355.1,NA,1711.7883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/036/346/Rhipidocladum_racemiflorum_monocots_KIB_Rrac_1_GCA_036346355.1/GCA_036346355.1_KIB_Rrac_1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_036346355.1_KIB_Rrac_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Rhipidocladum_racemiflorum/Rhipidocladum_racemiflorum_GCA_036346355.1_KIB_Rrac_1_genomic.gtf
原始数据可用,1048,198,??????,Roegneria kamoji,hexaploid,Roegneria_kamoji.fa.gz,Roegneria_kamoji.gff3,Pr 87-88 353,Poales,Poaceae,Commelinids,Monocots,yes,2025/8/18,Nature Communications,10.1038/s41467-025-63007-y,11260,11140,135450 ,524.38,116.86,BGI;PacBio,HiFi,China,yes,Hifiasm,NA,ALLHiC,HiCUP,no,https://doi.org/10.5281/zenodo.15412758,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Roegneria_kamoji.fa.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Roegneria_kamoji.gff3
原始数据可用,1049,199,???????,Rostraria azorica,NA,GCA_047404555.1_ASM4740455v1_genomic.fna.gz,Rostraria_azorica_GCA_047404555.1_ASM4740455v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/2/4,NA,GCA_047404555.1,NA,1075.3415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/047/404/Rostraria_azorica_monocots_ASM4740455v1_GCA_047404555.1/GCA_047404555.1_ASM4740455v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_047404555.1_ASM4740455v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Rostraria_azorica/Rostraria_azorica_GCA_047404555.1_ASM4740455v1_genomic.gtf
原始数据可用,1050,200,??????,Saccharum hybrid cultivar,NA,GWHEQVP00000000.genome.fasta.gz,GWHEQVP00000000.gff.gz,ZZ1,Poales,Poaceae,Commelinids,Monocots,yes,2024/4/8,Nature Communications,10.1038/s41467-024-47390-6,9000,10400,68509,81000,NA,PacBio,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;ALLHIC,no,https://ngdc.cncb.ac.cn/gwh/Assembly/83532/show,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHEQVP00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHEQVP00000000.gff.gz
原始数据可用,1051,201,??????,Saccharum longisetosum,tetraploid,GWHFPVA00000000.1.genome.fasta.gz,GWHFPVA00000000.1.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/13,Plant Communications,10.1016/j.xplc.2025.101464,1740,1992,27153,NA,94860,Illumina;PacBio,HiFi,China,yes,Hifiasm,NA,Juicebox,Juicebox,no,https://ngdc.cncb.ac.cn/gwh/Assembly/92163/show,https://ngdc.cncb.ac.cn/gwh/Assembly/92163/show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFPVA00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHFPVA00000000.1.gff.gz
Huada_FTP_update,1052,202,??????,Saccharum officinarum,octoploid,GCA_020631735.1_ASM2063173v1_genomic.fna.gz,Saccharum_officinarum_GCA_020631735.1_ASM2063173v1_genomic.gtf,XZ_Haplotype-resolved Genome,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature,10.1038/s41586-026-10576-7,NA,1150,39355,NA,NA,NA,NA,China,no,NA,NA,C-Phasing,NA,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_officinarum/GCA_020631735.1_ASM2063173v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_officinarum/Saccharum_officinarum_GCA_020631735.1_ASM2063173v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_officinarum/GCA_020631735.1_ASM2063173v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_officinarum/Saccharum_officinarum_GCA_020631735.1_ASM2063173v1_genomic.gtf
非UTR-缺注释,1053,203,统计条目,Saccharum officinarum×Saccharum spontaneum,NA,GCA_042768165.1_ASM4276816v1_genomic.fna.gz,Saccharum_hybrid_cultivar_GCA_042768165.1_ASM4276816v1_genomic.gtf,XTT22,Poales,Poaceae,Commelinids,Monocots,yes,2025/1/3,Nature Genetics,10.1038/s41588-024-02033-w,10500,9279.917062,44792,88062.097,507.987,PacBio;Illumina,HiFi,China,yes,Hifiasm;Canu,NA,ALLHIC,ALLHiC;RagTag;3D-DNA,no,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_042768165.1_ASM4276816v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_042768165.1_ASM4276816v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Saccharum_hybrid_cultivar_GCA_042768165.1_ASM4276816v1_genomic.gtf
Huada_FTP_update,1056,204,??????,Saccharum spontaneum,tetraploid,GCA_022457205.1_ASM2245720v1_genomic.fna.gz,Saccharum_spontaneum_GCA_022457205.1_ASM2245720v1_genomic.gtf,82-114_Haplotype-resolved Genome,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature,10.1038/s41586-026-10576-7,NA,802,34010,NA,NA,NA,NA,China,no,NA,NA,C-Phasing,NA,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_spontaneum/GCA_022457205.1_ASM2245720v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_spontaneum/Saccharum_spontaneum_GCA_022457205.1_ASM2245720v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_spontaneum/GCA_022457205.1_ASM2245720v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Saccharum_spontaneum/Saccharum_spontaneum_GCA_022457205.1_ASM2245720v1_genomic.gtf
原始数据可用,1057,205,??????,Saccharum spp.,complex polyploid?,Sh_POJ2878_v1.genome.fasta.gz,Sh_POJ2878_v1.gff3.gz,POJ2878,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature,10.1038/s41586-026-10576-7,10000,10370,63933,84320,15600,PacBio;ONT;Pore-C,HiFi;ONT ultra long,China,no,Hifiasm,NA,C-Phasing,NA,no,https://figshare.com/s/e79249d6ce11539fa105,https://figshare.com/s/e79249d6ce11539fa105,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Sh_POJ2878_v1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Sh_POJ2878_v1.gff3.gz
非UTR-缺注释,1058,206,统计条目,Saccharum x sp.,NA,GCA_028892925.1_ASM2889292v1_genomic.fna.gz,PRODUCTION_60_result.gtf,KK3,Poales,Poaceae,Commelinids,Monocots,yes,2022/11/28,Scientific Reports,10.1038/s41598-022-24823-0,10800,7000,242406,NA,83,PacBio,Other TGS,Thailand,yes,Canu,Quiver,ALLHIC,ALLHIC,no,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_028892925.1_ASM2889292v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_028892925.1_ASM2889292v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_60_result.gtf
Huada_FTP_update,1059,207,??????,Secale cereale,diploid,GCA_965641915.1_lpSecCere.Lo7.IPK.v3_genomic.fna.gz,Secale_cereale_GCA_965641915.1_lpSecCere.Lo7.IPK.v3_genomic.gtf,WN,Poales,Poaceae,Commelinids,Monocots,yes,2021/3/18,Nature Genetics,10.1038/s41588-021-00808-z,7860,7740,86991,1040000,480.35,PacBio;Illumina,Other TGS,China,yes,Falcon;wtdbg;Mecat,Pilon,LACHESIS,LACHESIS,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Secale_cereale/GCA_965641915.1_lpSecCere.Lo7.IPK.v3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Secale_cereale/Secale_cereale_GCA_965641915.1_lpSecCere.Lo7.IPK.v3_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Secale_cereale/GCA_965641915.1_lpSecCere.Lo7.IPK.v3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Secale_cereale/Secale_cereale_GCA_965641915.1_lpSecCere.Lo7.IPK.v3_genomic.gtf
原始数据可用,1170,208,??????,Setaria italica,NA,Yugu1_T2T.genome.fa.gz,Yugu1_T2T_v1.0.gff3.gz,Yugu1,Poales,Poaceae,Commelinids,Monocots,yes,2024/1/5,"He et al., A complete reference genome assembly for foxtail millet and Setaria-db, a comprehensive database for Setaria. Molecular Plant. 2024",10.1016/j.molp.2023.12.017,NA,422.47,43310,50026.84,50026.84,PacBio;ONT;Illumina,HiFi;ONT ultralong;NGS,China,yes,Hifiasm,Racon,3D-DNA;Juicer,3D-DNA;Juicer,T2T,http://111.203.21.71:8000/download.html,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Yugu1_T2T.genome.fa.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Yugu1_T2T_v1.0.gff3.gz
Huada_FTP_update,1172,209,??????,Setaria viridis,diploid,GCA_005286985.2_Setaria_viridis_v4.0_genomic.fna.gz,Setaria_viridis_GCA_005286985.2_Setaria_viridis_v4.0_genomic.gtf,Cultivar A10,Poales,Poaceae,Commelinids,Monocots,yes,2020/10/5,Nature Biotechnology,33020633,401,395,38334,46700,11200,Illumina;PacBio,Other TGS,USA,no,Mecat,Quiver,NA,NA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Setaria_viridis/GCA_005286985.2_Setaria_viridis_v4.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Setaria_viridis/Setaria_viridis_GCA_005286985.2_Setaria_viridis_v4.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Setaria_viridis/GCA_005286985.2_Setaria_viridis_v4.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Setaria_viridis/Setaria_viridis_GCA_005286985.2_Setaria_viridis_v4.0_genomic.gtf
Huada_FTP_update,1233,210,??????,Sorghum bicolor,diploid,GCA_000003195.3_Sorghum_bicolor_NCBIv3_genomic.fna.gz,Sorghum_bicolor_GCA_000003195.3_Sorghum_bicolor_NCBIv3_genomic.gtf,HYZ,Poales,Poaceae,Commelinids,Monocots,yes,2024/6/10,Plant Communications,10.1016/j.xplc.2024.100933,NA,724.37,43912,70870,70870,Pacbio;ONT,HiFi;ONT Ultra-long,China,yes,Hifiasm,NA,NA,NA,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sorghum_bicolor/GCA_000003195.3_Sorghum_bicolor_NCBIv3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sorghum_bicolor/Sorghum_bicolor_GCA_000003195.3_Sorghum_bicolor_NCBIv3_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sorghum_bicolor/GCA_000003195.3_Sorghum_bicolor_NCBIv3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sorghum_bicolor/Sorghum_bicolor_GCA_000003195.3_Sorghum_bicolor_NCBIv3_genomic.gtf
非UTR-缺注释,1246,211,统计条目,Sorghum propinquum,NA,S369-1.genome.fa.gz,PRODUCTION_61_result.gtf,S369-1,Poales,Poaceae,Commelinids,Monocots,yes,2021/5/20,Nature Plants,10.1038/s41477-021-00925-x,682.16,549.29,32176,327.824,288.992,PacBio;Illumina,Other TGS,Australia,yes,Platanus,Pilon,SSPACE;LACHESIS,LACHESIS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/genome/S369-1.genome.fa.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/S369-1.genome.fa.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_61_result.gtf
